Time,Pressure
08:26:32,1
Time,Pressure
09:01:05,0.0625
Time,Pressure
09:01:13,0.0625
Time,Pressure
09:01:14,0.0625
Time,Pressure
09:01:15,0.0625
Time,Pressure
09:01:15,0.0625
Time,Pressure
09:01:16,0.0625
Time,Pressure
09:01:25,125.0
Time,Pressure
09:01:26,125.0
Time,Pressure
09:01:27,125.0
Time,Pressure
09:01:27,125.0
Time,Pressure
09:01:27,125.0
Time,Pressure
09:01:42,50.0
Time,Pressure
09:01:43,50.0
Time,Pressure
09:01:44,50.0
Time,Pressure
09:01:45,50.0
Time,Pressure
09:01:45,50.0
Time,Pressure
09:01:46,50.0
Time,Pressure
09:03:48,225.0
Time,Pressure
09:03:50,225.0
Time,Pressure
09:03:51,225.0
Time,Pressure
09:03:51,225.0
Time,Pressure
09:13:47,225.0
Time,Pressure
09:14:41,15.0
Time,Pressure
09:14:59,0.0
Time,Pressure
09:15:07,1.0
Time,Pressure
09:15:16,226.0
Time,Pressure
09:15:54,240.0
Time,Pressure
09:15:55,240.0
Time,Pressure
09:15:56,240.0
Time,Pressure
09:15:56,240.0
Time,Pressure
09:15:57,240.0
Time,Pressure
09:16:04,250.0
Time,Pressure
09:16:12,236.0
Time,Pressure
09:16:14,236.0
Time,Pressure
09:16:28,251.625
Time,Pressure
09:16:38,1.625
Time,Pressure
09:16:50,236.0
Time,Pressure
09:17:07,15.625
Time,Pressure
09:43:02,7.999999951380232e-08
Time,Pressure
09:43:04,7.999999951380232e-08
Time,Pressure
09:43:15,0.06666674999999955
Time,Pressure
09:43:16,0.06666674999999955
Time,Pressure
09:43:17,0.06666674999999955
Time,Pressure
09:43:18,0.06666674999999955
Time,Pressure
09:43:18,0.06666674999999955
Time,Pressure
09:43:18,0.06666674999999955
Time,Pressure
09:43:18,0.06666674999999955
Time,Pressure
09:43:19,0.06666674999999955
Time,Pressure
09:43:41,250.06666800000002
Time,Pressure
09:43:43,250.06666800000002
Time,Pressure
09:43:43,250.06666800000002
Time,Pressure
09:43:43,250.06666800000002
Time,Pressure
09:43:52,-16.533333333
Time,Pressure
09:43:53,-16.533333333
Time,Pressure
09:43:53,-16.533333333
Time,Pressure
09:43:54,-16.533333333
Time,Pressure
09:44:07,-16.6
Time,Pressure
09:44:08,-16.6
Time,Pressure
09:44:08,-16.6
Time,Pressure
09:44:09,-16.6
Time,Pressure
09:44:45,250
Time,Pressure
09:44:46,250
Time,Pressure
09:44:46,250
Time,Pressure
09:44:47,250
Time,Pressure
09:44:47,250
Time,Pressure
09:44:57,1
Time,Pressure
09:44:57,1
Time,Pressure
09:44:58,1
Time,Pressure
10:19:08,1
Time,Pressure
10:19:41,-16.6
Time,Pressure
10:19:42,-16.6
Time,Pressure
10:19:43,-16.6
Time,Pressure
10:19:43,-16.6
Time,Pressure
10:19:44,-16.6
Time,Pressure
10:20:13,-1.6000000000000014
Time,Pressure
10:20:14,-1.6000000000000014
Time,Pressure
10:20:14,-1.6000000000000014
Time,Pressure
10:20:15,-1.6000000000000014
Time,Pressure
10:20:15,-1.6000000000000014
Time,Pressure
10:20:32,13.399999999999999
Time,Pressure
10:20:33,13.399999999999999
Time,Pressure
10:20:33,13.399999999999999
Time,Pressure
10:20:34,13.399999999999999
Time,Pressure
10:20:42,7.399999999999999
Time,Pressure
10:20:42,7.399999999999999
Time,Pressure
10:20:43,7.399999999999999
Time,Pressure
10:20:55,0.06674999999999898
Time,Pressure
10:20:55,0.06674999999999898
Time,Pressure
10:21:19,0.20008400000000037
Time,Pressure
10:21:20,0.20008400000000037
Time,Pressure
10:21:36,1
Time,Pressure
10:21:36,1
Time,Pressure
10:21:37,1
Time,Pressure
10:21:37,1
Time,Pressure
10:22:09,250.068
Time,Pressure
10:22:10,250.068
Time,Pressure
10:22:11,250.068
Time,Pressure
10:22:12,250.068
Time,Pressure
10:22:42,1
Time,Pressure
10:26:41,1
